Prod_ID;Prod_model;Parent_ID;Prod_Status;Prod_tax;Prod_sort;Prod_lang;Product_Name;Manufacturer;Manuf_number;Manufacturer lookup;Manu_ID lookup;ProductDescription1;Images;Images_MED;Images_LRG;ShippingWeight;Weight;Caliber;Velocity;InStockQuantity;QBItem;WNet;CAD;GST;Duty 6.5%;Shipping;Cad_COST;CAD_Selling;SmallImageURL;Prod_Category;PRODUCT_CAY_NUM;CATEGORY;CATNUM; AI;AJ;SKU;Category1
37;PY-A-3241;0;1;1;0;1;5.11 Tactical Cotton Pant, Black, 38x34;5.11 Tactical;1;AirForce;9;"38&quot; waist, 34&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:   Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-black-cotton-74251-pant.jpg;pyr/511-tactical-black-cotton-74251-pant.jpg;pyr/511-tactical-black-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3438BK;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-black-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;LASERS, RED DOTS & IRON SIGHTS;33;PY-A-3241;;PY-925;AIRSOFT GUNS
38;PY-A-3232;0;1;1;0;1;5.11 Tactical Cotton Pant, Black, 40x30;5.11 Tactical;1;Airgun Hobbyist;10;"40&quot; waist, 30&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:   Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-black-cotton-74251-pant.jpg;pyr/511-tactical-black-cotton-74251-pant.jpg;pyr/511-tactical-black-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3040BK;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-black-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;MAGAZINES, CLIPS & RELOADERS;34;PY-A-3232;;PY-949;AIRSOFT GUNS
39;PY-A-3237;0;1;1;0;1;5.11 Tactical Cotton Pant, Black, 40x32;5.11 Tactical;1;AMP Tactical;11;"40&quot; waist, 32&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:   Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-black-cotton-74251-pant.jpg;pyr/511-tactical-black-cotton-74251-pant.jpg;pyr/511-tactical-black-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3240BK;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-black-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;MAINTENANCE AND CLEANING;35;PY-A-3237;;PY-950;AIRSOFT GUNS
40;PY-A-3242;0;1;1;0;1;5.11 Tactical Cotton Pant, Black, 40x34;5.11 Tactical;1;Anschutz;12;"40&quot; waist, 34&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:   Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-black-cotton-74251-pant.jpg;pyr/511-tactical-black-cotton-74251-pant.jpg;pyr/511-tactical-black-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3440BK;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-black-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;"NIGHT VISION GEAR &AMP; BINOCULARS";36;PY-A-3242;;PY-957;AIRSOFT GUNS
41;PY-A-3243;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 32x30;5.11 Tactical;1;ASG;13;"32&quot; waist, 30&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:   Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3032KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;OUTDOOR GEAR;37;PY-A-3243;;PY-958;AIRSOFT GUNS
42;PY-A-3248;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 32x32;5.11 Tactical;1;Avanti;14;"32&quot; waist, 32&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:  Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3232KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;PCP PUMPS;38;PY-A-3248;;PY-959;AIRSOFT GUNS
43;PY-A-3244;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 34x30;5.11 Tactical;1;B-Square;15;"34&quot; waist, 30&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:  Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3034KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;PRECHARGED GUN ACCESSORIES;39;PY-A-3244;;PY-1005-4229;AIRSOFT GUNS
44;PY-A-3249;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 34x32;5.11 Tactical;1;Beeman;16;"34&quot; waist, 32&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:  Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3234KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;SCOPE MOUNTS;40;PY-A-3249;;PY-1005-4731;AIRSOFT GUNS
45;PY-A-3254;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 34x34;5.11 Tactical;1;Benjamin;17;"34&quot; waist, 34&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:  Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3434KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;SCOPES;41;PY-A-3254;;PY-1005;AIRSOFT GUNS
46;PY-A-3245;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 36x30;5.11 Tactical;1;Beretta;18;"36&quot; waist, 30&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:  Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3036KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;SHOOTING NEEDS AND ACCESSORIES;42;PY-A-3245;;PY-1015;AIRSOFT GUNS
47;PY-A-3250;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 36x32;5.11 Tactical;1;Bering Optics;19;"36&quot; waist, 32&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:  Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3236KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;SLINGSHOTS;43;PY-A-3250;;PY-1060;AIRSOFT GUNS
48;PY-A-3255;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 36x34;5.11 Tactical;1;Bioval Technologies;20;"36&quot; waist, 34&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:  Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3436KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;SMITH & WESSON ACCESSORIES;44;PY-A-3255;;PY-1061;AIRSOFT GUNS
49;PY-A-3251;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 38x32;5.11 Tactical;1;Birchwood Casey;21;"38&quot; waist, 32&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:  Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3238KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;STOCKS & PISTOL GRIPS;45;PY-A-3251;;PY-1066;AIRSOFT GUNS
50;PY-A-3256;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 38x34;5.11 Tactical;1;BKL;22;"38&quot; waist, 34&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of  these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.        Features: Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3438KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;TACTICAL GEAR, HOLSTERS, MAGAZINE POUCHES;46;PY-A-3256;;PY-1069;AIRSOFT GUNS
51;PY-A-3247;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 40x30;5.11 Tactical;1;Blackwater;23;"40&quot; waist, 30&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:  Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3040KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;TARGETS, PELLET AND BB TRAPS, RANGES;47;PY-A-3247;;PY-1099;AIRSOFT GUNS
52;PY-A-3252;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 40x32;5.11 Tactical;1;Blue Book;24;"40&quot; waist, 32&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.     Features:  Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3240KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;VISION & HEARING PROTECTION;48;PY-A-3252;;PY-1106;AIRSOFT GUNS
53;PY-A-3257;0;1;1;0;1;5.11 Tactical Cotton Pant, Khaki, 40x34;5.11 Tactical;1;Bravo;25;"40&quot; waist, 34&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of  these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.        Features: Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;pyr/511-tactical-khaki-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3440KI;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-khaki-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;WEBLEY/ VENOM ACCESSORIES;49;PY-A-3257;;PY-1110;AIRSOFT GUNS
54;PY-A-3258;0;1;1;0;1;5.11 Tactical Cotton Pant, OD Green, 32x30;5.11 Tactical;1;Brownells;26;"32&quot; waist, 30&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of  these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.        Features: Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3032OD;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-od-green-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;;;PY-A-3258;;PY-1112;AIRSOFT GUNS
55;PY-A-3268;0;1;1;0;1;5.11 Tactical Cotton Pant, OD Green, 32x34;5.11 Tactical;1;Browning;27;"32&quot; waist, 34&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of  these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.        Features: Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3432OD;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-od-green-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;;;PY-A-3268;;PY-1113;AIRSOFT GUNS
56;PY-A-3259;0;1;1;0;1;5.11 Tactical Cotton Pant, OD Green, 34x30;5.11 Tactical;1;Bruni;28;"34&quot; waist, 30&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of  these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.        Features: Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3034OD;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-od-green-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;;;PY-A-3259;;PY-1117;AIRSOFT GUNS
57;PY-A-3264;0;1;1;0;1;5.11 Tactical Cotton Pant, OD Green, 34x32;5.11 Tactical;1;BSA;29;"34&quot; waist, 32&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of  these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.        Features: Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3234OD;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-od-green-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;;;PY-A-3264;;PY-1129;AIRSOFT GUNS
58;PY-A-3269;0;1;1;0;1;5.11 Tactical Cotton Pant, OD Green, 34x34;5.11 Tactical;1;Bulldog;30;"34&quot; waist, 34&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of  these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.        Features: Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3434OD;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-od-green-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;;;PY-A-3269;;PY-1132;AIRSOFT GUNS
59;PY-A-3260;0;1;1;0;1;5.11 Tactical Cotton Pant, OD Green, 36x30;5.11 Tactical;1;Bushmaster Airsoft;31;"36&quot; waist, 30&quot; inseam  The 5.11 Tactical Pants have been standard issue clothing gear for military and law enforcement professionals throughout the world for over thirty years. Comfortable enough to be worn on, or off-duty, these pants have become iconic due to their unique look and feel. The rear slash pockets, utility strap, and roomy seven-pocket layout are all trademark features of  these durable and versatile pants. Store spare magazines and other skirmish accessories with style in the field. Order the genuine article today! 5.11 Tactical Pants are available in a wide range of sizes to fit virtually anyone.        Features: Legendary Fit Self Adjusting Waistband Locking-Flange Zippers ";pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;pyr/511-tactical-od-green-cotton-74251-pant.jpg;0.36;0.16;;;100;74251-3036OD;42.08;46.21;2.31;3.15;2;51.36;61.63;pyrsm/511-tactical-od-green-cotton-74251-pant_sm.jpg;OUTDOOR GEAR;37;;;PY-A-3260;;PY-1134;AIRSOFT GUNS
